item_id,cat_id,dept_id,store_id,state_id,date,sell_price,forecast_sales,Recommendation
HOUSEHOLD_2_018,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,7.94,0.1315934469350745,Reduce Stock
HOUSEHOLD_2_330,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.72,0.3710783537124223,Reduce Stock
HOUSEHOLD_2_319,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,1.98,1.1186021343244903,Reduce Stock
FOODS_1_200,FOODS,FOODS_1,CA_1,CA,2016-05-22,0.98,9.960230436455191,Increase Stock
FOODS_1_189,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.24,0.9488259086947568,Reduce Stock
FOODS_3_402,FOODS,FOODS_3,CA_1,CA,2016-05-22,6.48,1.0280430115153116,Reduce Stock
HOUSEHOLD_1_033,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,3.97,2.356421821001407,Maintain Stock
FOODS_3_548,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.58,0.595856388349117,Reduce Stock
HOBBIES_2_033,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,2.88,0.7548432049674804,Reduce Stock
HOBBIES_2_035,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,4.47,0.2966688498697394,Reduce Stock
FOODS_3_129,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.68,1.7205688957547065,Reduce Stock
FOODS_3_033,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.5,0.6054981345551661,Reduce Stock
HOUSEHOLD_1_311,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,3.88,1.120661711817622,Reduce Stock
HOUSEHOLD_1_019,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,0.97,0.4667992312969587,Reduce Stock
FOODS_3_415,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.56,2.968023627467767,Maintain Stock
FOODS_3_550,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,0.3683782309492265,Reduce Stock
HOBBIES_1_210,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,5.47,0.1177235177701507,Reduce Stock
FOODS_3_512,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,0.5913074182943383,Reduce Stock
FOODS_3_403,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.5,4.156149968716871,Maintain Stock
FOODS_3_800,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,2.123096336476016,Maintain Stock
HOUSEHOLD_1_268,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,8.37,0.6597269949289984,Reduce Stock
FOODS_3_171,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.48,0.1316016966864361,Reduce Stock
HOBBIES_1_290,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,5.77,0.2966688498697394,Reduce Stock
FOODS_3_717,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,1.034736005233734,Reduce Stock
HOBBIES_1_085,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,14.72,1.7761310248026128,Reduce Stock
HOUSEHOLD_2_128,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.94,0.4612754309158524,Reduce Stock
FOODS_2_172,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.5,1.5138463113738208,Reduce Stock
FOODS_3_508,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.0,1.5883293939198115,Reduce Stock
HOBBIES_2_075,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,2.88,0.7564043922163869,Reduce Stock
HOBBIES_1_279,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.78,1.0871222433535368,Reduce Stock
FOODS_3_729,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.98,0.967137629839706,Reduce Stock
FOODS_3_798,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,0.1177317675215124,Reduce Stock
FOODS_2_038,FOODS,FOODS_2,CA_1,CA,2016-05-22,6.08,0.7518479736844544,Reduce Stock
HOUSEHOLD_2_262,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.97,0.5583587926095587,Reduce Stock
HOUSEHOLD_1_309,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,6.88,0.891875723332833,Reduce Stock
FOODS_3_131,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.0,2.1974874186014577,Maintain Stock
FOODS_3_160,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.48,1.644879118126523,Reduce Stock
HOUSEHOLD_1_280,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.97,0.5627555838799206,Reduce Stock
HOBBIES_1_208,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.24,2.462990765863992,Maintain Stock
HOUSEHOLD_1_032,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,9.98,12.197663362982054,Increase Stock
FOODS_1_205,FOODS,FOODS_1,CA_1,CA,2016-05-22,5.28,0.6167521427028891,Reduce Stock
FOODS_2_054,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.97,3.541125237319424,Maintain Stock
HOBBIES_2_071,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,0.97,0.4252285771783048,Reduce Stock
FOODS_2_348,FOODS,FOODS_2,CA_1,CA,2016-05-22,5.98,1.0860169985148738,Reduce Stock
HOUSEHOLD_1_493,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.87,0.5190772338568682,Reduce Stock
FOODS_1_133,FOODS,FOODS_1,CA_1,CA,2016-05-22,3.48,1.1759196274067063,Reduce Stock
FOODS_3_719,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.5,0.821489893157423,Reduce Stock
HOUSEHOLD_2_105,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.94,0.3149973354405085,Reduce Stock
FOODS_2_195,FOODS,FOODS_2,CA_1,CA,2016-05-22,3.47,0.3527581178930149,Reduce Stock
FOODS_1_127,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.12,1.5372821368704048,Reduce Stock
HOUSEHOLD_2_391,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,12.94,0.3880981080181241,Reduce Stock
HOUSEHOLD_2_385,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,7.47,0.4976283223675071,Reduce Stock
FOODS_3_639,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,1.7435315380373555,Reduce Stock
HOBBIES_1_061,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,2.83,0.5716898764757917,Reduce Stock
HOBBIES_1_119,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,1.77,1.5469398199741284,Reduce Stock
HOUSEHOLD_2_122,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,6.96,0.8214816434060614,Reduce Stock
HOBBIES_1_203,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,12.98,0.8214816434060614,Reduce Stock
HOUSEHOLD_2_315,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,7.67,0.6668377214900761,Reduce Stock
FOODS_2_178,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.5,1.19102122460162,Reduce Stock
HOUSEHOLD_1_170,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,1.98,1.3562930221629763,Reduce Stock
FOODS_1_204,FOODS,FOODS_1,CA_1,CA,2016-05-22,0.98,2.30003173360625,Maintain Stock
HOBBIES_1_368,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,4.22,0.1315934469350745,Reduce Stock
HOBBIES_1_288,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,0.57,2.193508560561497,Maintain Stock
FOODS_3_040,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.56,1.3707512017244114,Reduce Stock
HOUSEHOLD_1_402,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,6.97,0.5375793803204343,Reduce Stock
HOUSEHOLD_2_243,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,2.97,0.4612754309158524,Reduce Stock
FOODS_2_057,FOODS,FOODS_2,CA_1,CA,2016-05-22,3.98,0.6609476488627284,Reduce Stock
HOUSEHOLD_1_412,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,18.96,0.983918314656387,Reduce Stock
HOUSEHOLD_2_132,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,1.97,0.1315934469350745,Reduce Stock
FOODS_3_165,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.87,0.5794074993156086,Reduce Stock
HOUSEHOLD_1_275,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.97,3.403906298711003,Maintain Stock
FOODS_2_168,FOODS,FOODS_2,CA_1,CA,2016-05-22,3.98,0.166949936562907,Reduce Stock
HOUSEHOLD_1_158,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,3.97,0.8243326135357303,Reduce Stock
HOBBIES_2_044,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,4.47,0.3149973354405085,Reduce Stock
FOODS_3_280,FOODS,FOODS_3,CA_1,CA,2016-05-22,4.28,0.7122584423124501,Reduce Stock
FOODS_3_733,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.98,0.9070919874971994,Reduce Stock
FOODS_3_258,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.78,4.251755883536829,Maintain Stock
HOUSEHOLD_1_180,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.88,2.6933711750229627,Maintain Stock
HOBBIES_1_358,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,2.74,0.9895844597856672,Reduce Stock
FOODS_3_649,FOODS,FOODS_3,CA_1,CA,2016-05-22,6.44,0.7814470517061722,Reduce Stock
HOUSEHOLD_2_148,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.94,0.7103668747803115,Reduce Stock
FOODS_2_152,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.42,1.8032569764073407,Reduce Stock
HOBBIES_2_026,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,0.23,0.8393459392372187,Reduce Stock
FOODS_3_557,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.56,4.610390277476965,Maintain Stock
FOODS_3_268,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.28,0.5715542378763321,Reduce Stock
HOUSEHOLD_1_318,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.88,3.472868453620316,Maintain Stock
FOODS_2_171,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.97,0.851107502958166,Reduce Stock
HOUSEHOLD_1_262,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,0.97,8.00264517787262,Increase Stock
FOODS_2_183,FOODS,FOODS_2,CA_1,CA,2016-05-22,8.98,3.874408002459878,Maintain Stock
HOUSEHOLD_2_117,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,2.46,0.3710783537124223,Reduce Stock
HOUSEHOLD_2_335,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,6.24,1.6893337493487897,Reduce Stock
HOUSEHOLD_2_489,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,14.47,0.3527498681416532,Reduce Stock
FOODS_1_028,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.98,1.6840779755488782,Reduce Stock
FOODS_1_112,FOODS,FOODS_1,CA_1,CA,2016-05-22,1.98,1.8809819163366783,Reduce Stock
HOUSEHOLD_2_397,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,6.98,0.1177235177701507,Reduce Stock
FOODS_3_399,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.56,9.298748049826084,Increase Stock
FOODS_1_184,FOODS,FOODS_1,CA_1,CA,2016-05-22,1.0,1.572495965167522,Reduce Stock
HOUSEHOLD_1_036,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.98,0.4703216741563524,Reduce Stock
FOODS_3_123,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.48,2.1285895896182705,Maintain Stock
HOUSEHOLD_1_317,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,1.96,0.8922431180191005,Reduce Stock
FOODS_2_355,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.5,0.9941130927422824,Reduce Stock
FOODS_1_121,FOODS,FOODS_1,CA_1,CA,2016-05-22,1.5,1.988983688237224,Reduce Stock
HOUSEHOLD_2_406,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,12.46,0.5626436332352918,Reduce Stock
FOODS_3_712,FOODS,FOODS_3,CA_1,CA,2016-05-22,4.22,1.2516874768464676,Reduce Stock
HOBBIES_1_296,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,7.38,1.0701018297137923,Reduce Stock
HOUSEHOLD_2_244,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.97,0.597348312921826,Reduce Stock
HOUSEHOLD_1_486,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,18.96,0.7965406760667052,Reduce Stock
FOODS_3_420,FOODS,FOODS_3,CA_1,CA,2016-05-22,8.48,0.6350972125768839,Reduce Stock
HOUSEHOLD_1_014,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,17.97,0.7437944692139463,Reduce Stock
HOUSEHOLD_1_164,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.97,1.241149693631243,Reduce Stock
FOODS_3_177,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,1.4305232859827588,Reduce Stock
FOODS_3_805,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.0,1.5896084385158524,Reduce Stock
FOODS_2_047,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.96,2.8963594639963337,Maintain Stock
HOUSEHOLD_2_328,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,7.47,0.4697381835173045,Reduce Stock
FOODS_1_191,FOODS,FOODS_1,CA_1,CA,2016-05-22,5.64,0.1316016966864361,Reduce Stock
FOODS_2_140,FOODS,FOODS_2,CA_1,CA,2016-05-22,9.98,1.1782037996310606,Reduce Stock
HOUSEHOLD_2_160,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.93,1.330797889888968,Reduce Stock
FOODS_2_277,FOODS,FOODS_2,CA_1,CA,2016-05-22,1.28,1.119195680137471,Reduce Stock
HOUSEHOLD_1_473,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.36,5.517728770022702,Increase Stock
HOUSEHOLD_2_253,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.97,0.2966688498697394,Reduce Stock
FOODS_2_368,FOODS,FOODS_2,CA_1,CA,2016-05-22,7.87,2.159462402344205,Maintain Stock
HOUSEHOLD_2_023,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.97,0.7347482259734464,Reduce Stock
HOBBIES_1_107,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.97,0.2966688498697394,Reduce Stock
HOBBIES_1_074,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.67,1.5321323719897215,Reduce Stock
FOODS_2_035,FOODS,FOODS_2,CA_1,CA,2016-05-22,5.0,1.3999793366135724,Reduce Stock
HOUSEHOLD_2_265,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.97,0.8828294800923331,Reduce Stock
FOODS_3_502,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.56,2.9616491165739536,Maintain Stock
HOBBIES_2_081,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,1.97,0.4939404080380287,Reduce Stock
FOODS_3_274,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.6,5.512438808942691,Increase Stock
HOUSEHOLD_2_129,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.73,0.5133771557997102,Reduce Stock
FOODS_2_056,FOODS,FOODS_2,CA_1,CA,2016-05-22,6.98,2.309199362680999,Maintain Stock
FOODS_2_041,FOODS,FOODS_2,CA_1,CA,2016-05-22,3.97,1.3678699103851784,Reduce Stock
HOBBIES_1_275,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,12.88,1.26253894771646,Reduce Stock
FOODS_3_135,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.48,8.030443351982948,Increase Stock
HOUSEHOLD_2_001,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,6.77,0.4680899717521841,Reduce Stock
HOBBIES_2_025,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,0.5,0.340880129164567,Reduce Stock
FOODS_3_558,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,0.6803843966244099,Reduce Stock
FOODS_2_299,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.24,4.608064546286878,Maintain Stock
FOODS_1_183,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.98,2.9920812655206683,Maintain Stock
HOUSEHOLD_2_336,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,8.97,0.5133771557997102,Reduce Stock
FOODS_3_724,FOODS,FOODS_3,CA_1,CA,2016-05-22,6.48,0.4078595381874918,Reduce Stock
HOUSEHOLD_1_305,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.97,0.7548432049674804,Reduce Stock
FOODS_1_005,FOODS,FOODS_1,CA_1,CA,2016-05-22,3.54,1.64140609347415,Reduce Stock
HOUSEHOLD_1_024,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,1.47,1.2227507366088997,Reduce Stock
FOODS_3_638,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.5,3.000521577138348,Maintain Stock
HOUSEHOLD_2_104,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.97,0.517356449187766,Reduce Stock
FOODS_2_196,FOODS,FOODS_2,CA_1,CA,2016-05-22,3.94,0.351778519915578,Reduce Stock
HOBBIES_1_369,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,1.08,5.048769675559602,Increase Stock
HOUSEHOLD_2_013,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,5.94,0.4120089534802701,Reduce Stock
FOODS_2_287,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.5,0.8715436724901908,Reduce Stock
FOODS_3_783,FOODS,FOODS_3,CA_1,CA,2016-05-22,5.44,7.059994748372639,Increase Stock
HOBBIES_1_283,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,10.98,0.6167438929515275,Reduce Stock
HOUSEHOLD_2_511,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,2.74,1.8066389088466628,Reduce Stock
HOUSEHOLD_1_319,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,1.94,1.9019106345445047,Reduce Stock
FOODS_3_405,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.56,3.0360613018768365,Maintain Stock
FOODS_3_500,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.5,0.2966770996211011,Reduce Stock
FOODS_1_196,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.0,1.2340363130672387,Reduce Stock
HOBBIES_2_083,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,2.88,0.3527498681416532,Reduce Stock
HOUSEHOLD_1_181,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,3.94,0.6428841888927372,Reduce Stock
HOUSEHOLD_2_323,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.97,0.3710783537124223,Reduce Stock
HOUSEHOLD_2_254,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.44,0.1315934469350745,Reduce Stock
FOODS_3_398,FOODS,FOODS_3,CA_1,CA,2016-05-22,5.62,0.6840899801058027,Reduce Stock
HOUSEHOLD_2_487,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,9.98,0.2966688498697394,Reduce Stock
FOODS_1_030,FOODS,FOODS_1,CA_1,CA,2016-05-22,3.48,1.1759196274067063,Reduce Stock
HOUSEHOLD_1_037,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.23,0.6080427679274464,Reduce Stock
FOODS_2_182,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.0,2.210401914261825,Maintain Stock
HOUSEHOLD_1_472,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.82,0.1499219325058435,Reduce Stock
FOODS_2_369,FOODS,FOODS_2,CA_1,CA,2016-05-22,4.87,0.9205791946904428,Reduce Stock
HOUSEHOLD_2_118,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.42,0.9507399845757032,Reduce Stock
FOODS_3_410,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.68,2.9279416175683832,Maintain Stock
HOUSEHOLD_1_401,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,9.47,0.4697381835173045,Reduce Stock
FOODS_3_041,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,6.146928845012088,Increase Stock
FOODS_3_121,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,5.304085776162076,Increase Stock
HOUSEHOLD_1_029,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,7.48,1.035431639091721,Reduce Stock
HOBBIES_1_226,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,13.98,1.3002900058449178,Reduce Stock
FOODS_3_122,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.5,0.8681105272931058,Reduce Stock
FOODS_3_711,FOODS,FOODS_3,CA_1,CA,2016-05-22,0.25,8.475190778068706,Increase Stock
FOODS_3_544,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,0.7313716587290939,Reduce Stock
FOODS_3_501,FOODS,FOODS_3,CA_1,CA,2016-05-22,0.8,31.18888260918955,Increase Stock
HOBBIES_2_082,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,0.88,0.1404564863534312,Reduce Stock
HOBBIES_1_213,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,8.38,0.7535711389226912,Reduce Stock
FOODS_3_421,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.48,1.0756992478773082,Reduce Stock
FOODS_3_329,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,25.287414307228804,Increase Stock
HOUSEHOLD_1_108,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.88,0.8331430226376557,Reduce Stock
HOBBIES_2_069,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,2.97,0.1315934469350745,Reduce Stock
FOODS_1_111,FOODS,FOODS_1,CA_1,CA,2016-05-22,5.98,0.9884888842307612,Reduce Stock
HOUSEHOLD_1_013,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.94,0.7888761960839467,Reduce Stock
FOODS_3_514,FOODS,FOODS_3,CA_1,CA,2016-05-22,4.98,10.575194151744473,Increase Stock
HOUSEHOLD_2_488,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.97,0.7518397239330928,Reduce Stock
FOODS_3_030,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.48,8.875907183117134,Increase Stock
FOODS_1_029,FOODS,FOODS_1,CA_1,CA,2016-05-22,4.27,0.5375876300717959,Reduce Stock
FOODS_3_661,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.28,5.578504452831627,Increase Stock
HOUSEHOLD_2_407,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,4.94,0.4244509994697786,Reduce Stock
HOUSEHOLD_2_259,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,7.97,0.3880981080181241,Reduce Stock
FOODS_3_342,FOODS,FOODS_3,CA_1,CA,2016-05-22,1.25,5.011913474881321,Increase Stock
HOUSEHOLD_1_095,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,5.97,0.8222338038598644,Reduce Stock
HOBBIES_1_346,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,3.97,1.015086747612604,Reduce Stock
FOODS_3_795,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,4.6963991994205765,Maintain Stock
HOUSEHOLD_1_424,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,2.97,0.4120089534802701,Reduce Stock
HOUSEHOLD_2_161,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,10.97,0.2966688498697394,Reduce Stock
HOBBIES_1_060,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,29.96,0.5583587926095587,Reduce Stock
HOBBIES_2_039,HOBBIES,HOBBIES_2,CA_1,CA,2016-05-22,4.97,0.2966688498697394,Reduce Stock
HOBBIES_1_120,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,10.98,0.995877511807171,Reduce Stock
HOUSEHOLD_2_512,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,3.97,0.7107946933761075,Reduce Stock
HOBBIES_1_202,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,1.77,0.2121576176815566,Reduce Stock
FOODS_3_806,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.56,0.6428924386440988,Reduce Stock
HOUSEHOLD_1_261,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,5.97,0.9993403551007536,Reduce Stock
FOODS_1_004,FOODS,FOODS_1,CA_1,CA,2016-05-22,1.96,3.37343912643436,Maintain Stock
FOODS_3_178,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.18,1.3894809638072851,Reduce Stock
FOODS_2_276,FOODS,FOODS_2,CA_1,CA,2016-05-22,3.42,9.8698575584649,Increase Stock
HOUSEHOLD_2_024,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,2.22,0.8750761446051172,Reduce Stock
HOUSEHOLD_1_100,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,7.97,1.950622895695543,Reduce Stock
HOUSEHOLD_1_087,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,4.47,0.9144466229241104,Reduce Stock
FOODS_3_350,FOODS,FOODS_3,CA_1,CA,2016-05-22,2.98,0.186703116980913,Reduce Stock
FOODS_3_337,FOODS,FOODS_3,CA_1,CA,2016-05-22,3.98,0.8904905875589726,Reduce Stock
FOODS_3_018,FOODS,FOODS_3,CA_1,CA,2016-05-22,4.54,2.2186400739997656,Maintain Stock
FOODS_1_016,FOODS,FOODS_1,CA_1,CA,2016-05-22,2.26,0.9731185527718668,Reduce Stock
HOUSEHOLD_2_501,HOUSEHOLD,HOUSEHOLD_2,CA_1,CA,2016-05-22,7.97,0.8828294800923331,Reduce Stock
FOODS_2_139,FOODS,FOODS_2,CA_1,CA,2016-05-22,2.98,1.7720780845275026,Reduce Stock
HOBBIES_1_297,HOBBIES,HOBBIES_1,CA_1,CA,2016-05-22,14.72,2.182004474852149,Maintain Stock
HOUSEHOLD_1_306,HOUSEHOLD,HOUSEHOLD_1,CA_1,CA,2016-05-22,1.97,3.6405128791125057,Maintain Stock
